datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,load_area,estimated_load_hourly
1/3/2016 1:00:00 AM,1/2/2016 8:00:00 PM,1/3/2016 2:00:00 AM,1/2/2016 9:00:00 PM,DUQ,1653
1/3/2016 2:00:00 AM,1/2/2016 9:00:00 PM,1/3/2016 3:00:00 AM,1/2/2016 10:00:00 PM,DUQ,1623
1/3/2016 3:00:00 AM,1/2/2016 10:00:00 PM,1/3/2016 4:00:00 AM,1/2/2016 11:00:00 PM,DUQ,1561
1/3/2016 4:00:00 AM,1/2/2016 11:00:00 PM,1/3/2016 5:00:00 AM,1/3/2016 12:00:00 AM,DUQ,1486
1/3/2016 5:00:00 AM,1/3/2016 12:00:00 AM,1/3/2016 6:00:00 AM,1/3/2016 1:00:00 AM,DUQ,1414
1/3/2016 6:00:00 AM,1/3/2016 1:00:00 AM,1/3/2016 7:00:00 AM,1/3/2016 2:00:00 AM,DUQ,1361
1/3/2016 7:00:00 AM,1/3/2016 2:00:00 AM,1/3/2016 8:00:00 AM,1/3/2016 3:00:00 AM,DUQ,1334
1/3/2016 8:00:00 AM,1/3/2016 3:00:00 AM,1/3/2016 9:00:00 AM,1/3/2016 4:00:00 AM,DUQ,1322
1/3/2016 9:00:00 AM,1/3/2016 4:00:00 AM,1/3/2016 10:00:00 AM,1/3/2016 5:00:00 AM,DUQ,1329
1/3/2016 10:00:00 AM,1/3/2016 5:00:00 AM,1/3/2016 11:00:00 AM,1/3/2016 6:00:00 AM,DUQ,1337
1/3/2016 11:00:00 AM,1/3/2016 6:00:00 AM,1/3/2016 12:00:00 PM,1/3/2016 7:00:00 AM,DUQ,1365
1/3/2016 12:00:00 PM,1/3/2016 7:00:00 AM,1/3/2016 1:00:00 PM,1/3/2016 8:00:00 AM,DUQ,1407
1/3/2016 1:00:00 PM,1/3/2016 8:00:00 AM,1/3/2016 2:00:00 PM,1/3/2016 9:00:00 AM,DUQ,1439
1/3/2016 2:00:00 PM,1/3/2016 9:00:00 AM,1/3/2016 3:00:00 PM,1/3/2016 10:00:00 AM,DUQ,1484
1/3/2016 3:00:00 PM,1/3/2016 10:00:00 AM,1/3/2016 4:00:00 PM,1/3/2016 11:00:00 AM,DUQ,1529
1/3/2016 4:00:00 PM,1/3/2016 11:00:00 AM,1/3/2016 5:00:00 PM,1/3/2016 12:00:00 PM,DUQ,1562
1/3/2016 5:00:00 PM,1/3/2016 12:00:00 PM,1/3/2016 6:00:00 PM,1/3/2016 1:00:00 PM,DUQ,1586
1/3/2016 6:00:00 PM,1/3/2016 1:00:00 PM,1/3/2016 7:00:00 PM,1/3/2016 2:00:00 PM,DUQ,1590
1/3/2016 7:00:00 PM,1/3/2016 2:00:00 PM,1/3/2016 8:00:00 PM,1/3/2016 3:00:00 PM,DUQ,1595
1/3/2016 8:00:00 PM,1/3/2016 3:00:00 PM,1/3/2016 9:00:00 PM,1/3/2016 4:00:00 PM,DUQ,1592
1/3/2016 9:00:00 PM,1/3/2016 4:00:00 PM,1/3/2016 10:00:00 PM,1/3/2016 5:00:00 PM,DUQ,1644
1/3/2016 10:00:00 PM,1/3/2016 5:00:00 PM,1/3/2016 11:00:00 PM,1/3/2016 6:00:00 PM,DUQ,1742
1/3/2016 11:00:00 PM,1/3/2016 6:00:00 PM,1/4/2016 12:00:00 AM,1/3/2016 7:00:00 PM,DUQ,1747
1/4/2016 12:00:00 AM,1/3/2016 7:00:00 PM,1/4/2016 1:00:00 AM,1/3/2016 8:00:00 PM,DUQ,1724
1/4/2016 1:00:00 AM,1/3/2016 8:00:00 PM,1/4/2016 2:00:00 AM,1/3/2016 9:00:00 PM,DUQ,1694
1/4/2016 2:00:00 AM,1/3/2016 9:00:00 PM,1/4/2016 3:00:00 AM,1/3/2016 10:00:00 PM,DUQ,1642
1/4/2016 3:00:00 AM,1/3/2016 10:00:00 PM,1/4/2016 4:00:00 AM,1/3/2016 11:00:00 PM,DUQ,1570
1/4/2016 4:00:00 AM,1/3/2016 11:00:00 PM,1/4/2016 5:00:00 AM,1/4/2016 12:00:00 AM,DUQ,1472
1/4/2016 5:00:00 AM,1/4/2016 12:00:00 AM,1/4/2016 6:00:00 AM,1/4/2016 1:00:00 AM,DUQ,1403
1/4/2016 6:00:00 AM,1/4/2016 1:00:00 AM,1/4/2016 7:00:00 AM,1/4/2016 2:00:00 AM,DUQ,1373
1/4/2016 7:00:00 AM,1/4/2016 2:00:00 AM,1/4/2016 8:00:00 AM,1/4/2016 3:00:00 AM,DUQ,1363
1/4/2016 8:00:00 AM,1/4/2016 3:00:00 AM,1/4/2016 9:00:00 AM,1/4/2016 4:00:00 AM,DUQ,1364
1/4/2016 9:00:00 AM,1/4/2016 4:00:00 AM,1/4/2016 10:00:00 AM,1/4/2016 5:00:00 AM,DUQ,1395
1/4/2016 10:00:00 AM,1/4/2016 5:00:00 AM,1/4/2016 11:00:00 AM,1/4/2016 6:00:00 AM,DUQ,1487
1/4/2016 11:00:00 AM,1/4/2016 6:00:00 AM,1/4/2016 12:00:00 PM,1/4/2016 7:00:00 AM,DUQ,1631
1/4/2016 12:00:00 PM,1/4/2016 7:00:00 AM,1/4/2016 1:00:00 PM,1/4/2016 8:00:00 AM,DUQ,1713
1/4/2016 1:00:00 PM,1/4/2016 8:00:00 AM,1/4/2016 2:00:00 PM,1/4/2016 9:00:00 AM,DUQ,1725
1/4/2016 2:00:00 PM,1/4/2016 9:00:00 AM,1/4/2016 3:00:00 PM,1/4/2016 10:00:00 AM,DUQ,1746
1/4/2016 3:00:00 PM,1/4/2016 10:00:00 AM,1/4/2016 4:00:00 PM,1/4/2016 11:00:00 AM,DUQ,1743
1/4/2016 4:00:00 PM,1/4/2016 11:00:00 AM,1/4/2016 5:00:00 PM,1/4/2016 12:00:00 PM,DUQ,1753
1/4/2016 5:00:00 PM,1/4/2016 12:00:00 PM,1/4/2016 6:00:00 PM,1/4/2016 1:00:00 PM,DUQ,1748
1/4/2016 6:00:00 PM,1/4/2016 1:00:00 PM,1/4/2016 7:00:00 PM,1/4/2016 2:00:00 PM,DUQ,1751
1/4/2016 7:00:00 PM,1/4/2016 2:00:00 PM,1/4/2016 8:00:00 PM,1/4/2016 3:00:00 PM,DUQ,1747
1/4/2016 8:00:00 PM,1/4/2016 3:00:00 PM,1/4/2016 9:00:00 PM,1/4/2016 4:00:00 PM,DUQ,1736
1/4/2016 9:00:00 PM,1/4/2016 4:00:00 PM,1/4/2016 10:00:00 PM,1/4/2016 5:00:00 PM,DUQ,1772
1/4/2016 10:00:00 PM,1/4/2016 5:00:00 PM,1/4/2016 11:00:00 PM,1/4/2016 6:00:00 PM,DUQ,1894
1/4/2016 11:00:00 PM,1/4/2016 6:00:00 PM,1/5/2016 12:00:00 AM,1/4/2016 7:00:00 PM,DUQ,1953
1/5/2016 12:00:00 AM,1/4/2016 7:00:00 PM,1/5/2016 1:00:00 AM,1/4/2016 8:00:00 PM,DUQ,1929
1/5/2016 1:00:00 AM,1/4/2016 8:00:00 PM,1/5/2016 2:00:00 AM,1/4/2016 9:00:00 PM,DUQ,1906
1/5/2016 2:00:00 AM,1/4/2016 9:00:00 PM,1/5/2016 3:00:00 AM,1/4/2016 10:00:00 PM,DUQ,1842
1/5/2016 3:00:00 AM,1/4/2016 10:00:00 PM,1/5/2016 4:00:00 AM,1/4/2016 11:00:00 PM,DUQ,1753
1/5/2016 4:00:00 AM,1/4/2016 11:00:00 PM,1/5/2016 5:00:00 AM,1/5/2016 12:00:00 AM,DUQ,1658
1/5/2016 5:00:00 AM,1/5/2016 12:00:00 AM,1/5/2016 6:00:00 AM,1/5/2016 1:00:00 AM,DUQ,1582
1/5/2016 6:00:00 AM,1/5/2016 1:00:00 AM,1/5/2016 7:00:00 AM,1/5/2016 2:00:00 AM,DUQ,1561
1/5/2016 7:00:00 AM,1/5/2016 2:00:00 AM,1/5/2016 8:00:00 AM,1/5/2016 3:00:00 AM,DUQ,1554
1/5/2016 8:00:00 AM,1/5/2016 3:00:00 AM,1/5/2016 9:00:00 AM,1/5/2016 4:00:00 AM,DUQ,1556
1/5/2016 9:00:00 AM,1/5/2016 4:00:00 AM,1/5/2016 10:00:00 AM,1/5/2016 5:00:00 AM,DUQ,1583
1/5/2016 10:00:00 AM,1/5/2016 5:00:00 AM,1/5/2016 11:00:00 AM,1/5/2016 6:00:00 AM,DUQ,1648
1/5/2016 11:00:00 AM,1/5/2016 6:00:00 AM,1/5/2016 12:00:00 PM,1/5/2016 7:00:00 AM,DUQ,1791
1/5/2016 12:00:00 PM,1/5/2016 7:00:00 AM,1/5/2016 1:00:00 PM,1/5/2016 8:00:00 AM,DUQ,1880
1/5/2016 1:00:00 PM,1/5/2016 8:00:00 AM,1/5/2016 2:00:00 PM,1/5/2016 9:00:00 AM,DUQ,1905
1/5/2016 2:00:00 PM,1/5/2016 9:00:00 AM,1/5/2016 3:00:00 PM,1/5/2016 10:00:00 AM,DUQ,1893
1/5/2016 3:00:00 PM,1/5/2016 10:00:00 AM,1/5/2016 4:00:00 PM,1/5/2016 11:00:00 AM,DUQ,1902
1/5/2016 4:00:00 PM,1/5/2016 11:00:00 AM,1/5/2016 5:00:00 PM,1/5/2016 12:00:00 PM,DUQ,1877
1/5/2016 5:00:00 PM,1/5/2016 12:00:00 PM,1/5/2016 6:00:00 PM,1/5/2016 1:00:00 PM,DUQ,1853
1/5/2016 6:00:00 PM,1/5/2016 1:00:00 PM,1/5/2016 7:00:00 PM,1/5/2016 2:00:00 PM,DUQ,1846
1/5/2016 7:00:00 PM,1/5/2016 2:00:00 PM,1/5/2016 8:00:00 PM,1/5/2016 3:00:00 PM,DUQ,1807
1/5/2016 8:00:00 PM,1/5/2016 3:00:00 PM,1/5/2016 9:00:00 PM,1/5/2016 4:00:00 PM,DUQ,1792
1/5/2016 9:00:00 PM,1/5/2016 4:00:00 PM,1/5/2016 10:00:00 PM,1/5/2016 5:00:00 PM,DUQ,1813
1/5/2016 10:00:00 PM,1/5/2016 5:00:00 PM,1/5/2016 11:00:00 PM,1/5/2016 6:00:00 PM,DUQ,1932
1/5/2016 11:00:00 PM,1/5/2016 6:00:00 PM,1/6/2016 12:00:00 AM,1/5/2016 7:00:00 PM,DUQ,1970
1/6/2016 12:00:00 AM,1/5/2016 7:00:00 PM,1/6/2016 1:00:00 AM,1/5/2016 8:00:00 PM,DUQ,1948
1/6/2016 1:00:00 AM,1/5/2016 8:00:00 PM,1/6/2016 2:00:00 AM,1/5/2016 9:00:00 PM,DUQ,1927
1/6/2016 2:00:00 AM,1/5/2016 9:00:00 PM,1/6/2016 3:00:00 AM,1/5/2016 10:00:00 PM,DUQ,1846
1/6/2016 3:00:00 AM,1/5/2016 10:00:00 PM,1/6/2016 4:00:00 AM,1/5/2016 11:00:00 PM,DUQ,1770
1/6/2016 4:00:00 AM,1/5/2016 11:00:00 PM,1/6/2016 5:00:00 AM,1/6/2016 12:00:00 AM,DUQ,1672
1/6/2016 5:00:00 AM,1/6/2016 12:00:00 AM,1/6/2016 6:00:00 AM,1/6/2016 1:00:00 AM,DUQ,1605
1/6/2016 6:00:00 AM,1/6/2016 1:00:00 AM,1/6/2016 7:00:00 AM,1/6/2016 2:00:00 AM,DUQ,1576
1/6/2016 7:00:00 AM,1/6/2016 2:00:00 AM,1/6/2016 8:00:00 AM,1/6/2016 3:00:00 AM,DUQ,1555
1/6/2016 8:00:00 AM,1/6/2016 3:00:00 AM,1/6/2016 9:00:00 AM,1/6/2016 4:00:00 AM,DUQ,1541
1/6/2016 9:00:00 AM,1/6/2016 4:00:00 AM,1/6/2016 10:00:00 AM,1/6/2016 5:00:00 AM,DUQ,1587
1/6/2016 10:00:00 AM,1/6/2016 5:00:00 AM,1/6/2016 11:00:00 AM,1/6/2016 6:00:00 AM,DUQ,1675
1/6/2016 11:00:00 AM,1/6/2016 6:00:00 AM,1/6/2016 12:00:00 PM,1/6/2016 7:00:00 AM,DUQ,1821
1/6/2016 12:00:00 PM,1/6/2016 7:00:00 AM,1/6/2016 1:00:00 PM,1/6/2016 8:00:00 AM,DUQ,1914
1/6/2016 1:00:00 PM,1/6/2016 8:00:00 AM,1/6/2016 2:00:00 PM,1/6/2016 9:00:00 AM,DUQ,1908
1/6/2016 2:00:00 PM,1/6/2016 9:00:00 AM,1/6/2016 3:00:00 PM,1/6/2016 10:00:00 AM,DUQ,1894
1/6/2016 3:00:00 PM,1/6/2016 10:00:00 AM,1/6/2016 4:00:00 PM,1/6/2016 11:00:00 AM,DUQ,1878
1/6/2016 4:00:00 PM,1/6/2016 11:00:00 AM,1/6/2016 5:00:00 PM,1/6/2016 12:00:00 PM,DUQ,1842
1/6/2016 5:00:00 PM,1/6/2016 12:00:00 PM,1/6/2016 6:00:00 PM,1/6/2016 1:00:00 PM,DUQ,1803
1/6/2016 6:00:00 PM,1/6/2016 1:00:00 PM,1/6/2016 7:00:00 PM,1/6/2016 2:00:00 PM,DUQ,1785
1/6/2016 7:00:00 PM,1/6/2016 2:00:00 PM,1/6/2016 8:00:00 PM,1/6/2016 3:00:00 PM,DUQ,1736
1/6/2016 8:00:00 PM,1/6/2016 3:00:00 PM,1/6/2016 9:00:00 PM,1/6/2016 4:00:00 PM,DUQ,1724
1/6/2016 9:00:00 PM,1/6/2016 4:00:00 PM,1/6/2016 10:00:00 PM,1/6/2016 5:00:00 PM,DUQ,1743
1/6/2016 10:00:00 PM,1/6/2016 5:00:00 PM,1/6/2016 11:00:00 PM,1/6/2016 6:00:00 PM,DUQ,1861
1/6/2016 11:00:00 PM,1/6/2016 6:00:00 PM,1/7/2016 12:00:00 AM,1/6/2016 7:00:00 PM,DUQ,1879
1/7/2016 12:00:00 AM,1/6/2016 7:00:00 PM,1/7/2016 1:00:00 AM,1/6/2016 8:00:00 PM,DUQ,1889
1/7/2016 1:00:00 AM,1/6/2016 8:00:00 PM,1/7/2016 2:00:00 AM,1/6/2016 9:00:00 PM,DUQ,1833
1/7/2016 2:00:00 AM,1/6/2016 9:00:00 PM,1/7/2016 3:00:00 AM,1/6/2016 10:00:00 PM,DUQ,1780
1/7/2016 3:00:00 AM,1/6/2016 10:00:00 PM,1/7/2016 4:00:00 AM,1/6/2016 11:00:00 PM,DUQ,1687
1/7/2016 4:00:00 AM,1/6/2016 11:00:00 PM,1/7/2016 5:00:00 AM,1/7/2016 12:00:00 AM,DUQ,1589
1/7/2016 5:00:00 AM,1/7/2016 12:00:00 AM,1/7/2016 6:00:00 AM,1/7/2016 1:00:00 AM,DUQ,1532
1/7/2016 6:00:00 AM,1/7/2016 1:00:00 AM,1/7/2016 7:00:00 AM,1/7/2016 2:00:00 AM,DUQ,1505
1/7/2016 7:00:00 AM,1/7/2016 2:00:00 AM,1/7/2016 8:00:00 AM,1/7/2016 3:00:00 AM,DUQ,1500
1/7/2016 8:00:00 AM,1/7/2016 3:00:00 AM,1/7/2016 9:00:00 AM,1/7/2016 4:00:00 AM,DUQ,1471
1/7/2016 9:00:00 AM,1/7/2016 4:00:00 AM,1/7/2016 10:00:00 AM,1/7/2016 5:00:00 AM,DUQ,1518
1/7/2016 10:00:00 AM,1/7/2016 5:00:00 AM,1/7/2016 11:00:00 AM,1/7/2016 6:00:00 AM,DUQ,1601
1/7/2016 11:00:00 AM,1/7/2016 6:00:00 AM,1/7/2016 12:00:00 PM,1/7/2016 7:00:00 AM,DUQ,1739
1/7/2016 12:00:00 PM,1/7/2016 7:00:00 AM,1/7/2016 1:00:00 PM,1/7/2016 8:00:00 AM,DUQ,1806
1/7/2016 1:00:00 PM,1/7/2016 8:00:00 AM,1/7/2016 2:00:00 PM,1/7/2016 9:00:00 AM,DUQ,1811
1/7/2016 2:00:00 PM,1/7/2016 9:00:00 AM,1/7/2016 3:00:00 PM,1/7/2016 10:00:00 AM,DUQ,1803
1/7/2016 3:00:00 PM,1/7/2016 10:00:00 AM,1/7/2016 4:00:00 PM,1/7/2016 11:00:00 AM,DUQ,1799
1/7/2016 4:00:00 PM,1/7/2016 11:00:00 AM,1/7/2016 5:00:00 PM,1/7/2016 12:00:00 PM,DUQ,1766
1/7/2016 5:00:00 PM,1/7/2016 12:00:00 PM,1/7/2016 6:00:00 PM,1/7/2016 1:00:00 PM,DUQ,1740
1/7/2016 6:00:00 PM,1/7/2016 1:00:00 PM,1/7/2016 7:00:00 PM,1/7/2016 2:00:00 PM,DUQ,1700
1/7/2016 7:00:00 PM,1/7/2016 2:00:00 PM,1/7/2016 8:00:00 PM,1/7/2016 3:00:00 PM,DUQ,1683
1/7/2016 8:00:00 PM,1/7/2016 3:00:00 PM,1/7/2016 9:00:00 PM,1/7/2016 4:00:00 PM,DUQ,1638
1/7/2016 9:00:00 PM,1/7/2016 4:00:00 PM,1/7/2016 10:00:00 PM,1/7/2016 5:00:00 PM,DUQ,1670
1/7/2016 10:00:00 PM,1/7/2016 5:00:00 PM,1/7/2016 11:00:00 PM,1/7/2016 6:00:00 PM,DUQ,1771
1/7/2016 11:00:00 PM,1/7/2016 6:00:00 PM,1/8/2016 12:00:00 AM,1/7/2016 7:00:00 PM,DUQ,1810
1/8/2016 12:00:00 AM,1/7/2016 7:00:00 PM,1/8/2016 1:00:00 AM,1/7/2016 8:00:00 PM,DUQ,1813
1/8/2016 1:00:00 AM,1/7/2016 8:00:00 PM,1/8/2016 2:00:00 AM,1/7/2016 9:00:00 PM,DUQ,1780
1/8/2016 2:00:00 AM,1/7/2016 9:00:00 PM,1/8/2016 3:00:00 AM,1/7/2016 10:00:00 PM,DUQ,1714
1/8/2016 3:00:00 AM,1/7/2016 10:00:00 PM,1/8/2016 4:00:00 AM,1/7/2016 11:00:00 PM,DUQ,1641
1/8/2016 4:00:00 AM,1/7/2016 11:00:00 PM,1/8/2016 5:00:00 AM,1/8/2016 12:00:00 AM,DUQ,1544
1/8/2016 5:00:00 AM,1/8/2016 12:00:00 AM,1/8/2016 6:00:00 AM,1/8/2016 1:00:00 AM,DUQ,1460
1/8/2016 6:00:00 AM,1/8/2016 1:00:00 AM,1/8/2016 7:00:00 AM,1/8/2016 2:00:00 AM,DUQ,1432
1/8/2016 7:00:00 AM,1/8/2016 2:00:00 AM,1/8/2016 8:00:00 AM,1/8/2016 3:00:00 AM,DUQ,1422
1/8/2016 8:00:00 AM,1/8/2016 3:00:00 AM,1/8/2016 9:00:00 AM,1/8/2016 4:00:00 AM,DUQ,1420
1/8/2016 9:00:00 AM,1/8/2016 4:00:00 AM,1/8/2016 10:00:00 AM,1/8/2016 5:00:00 AM,DUQ,1465
1/8/2016 10:00:00 AM,1/8/2016 5:00:00 AM,1/8/2016 11:00:00 AM,1/8/2016 6:00:00 AM,DUQ,1534
1/8/2016 11:00:00 AM,1/8/2016 6:00:00 AM,1/8/2016 12:00:00 PM,1/8/2016 7:00:00 AM,DUQ,1662
1/8/2016 12:00:00 PM,1/8/2016 7:00:00 AM,1/8/2016 1:00:00 PM,1/8/2016 8:00:00 AM,DUQ,1777
1/8/2016 1:00:00 PM,1/8/2016 8:00:00 AM,1/8/2016 2:00:00 PM,1/8/2016 9:00:00 AM,DUQ,1788
1/8/2016 2:00:00 PM,1/8/2016 9:00:00 AM,1/8/2016 3:00:00 PM,1/8/2016 10:00:00 AM,DUQ,1782
1/8/2016 3:00:00 PM,1/8/2016 10:00:00 AM,1/8/2016 4:00:00 PM,1/8/2016 11:00:00 AM,DUQ,1797
1/8/2016 4:00:00 PM,1/8/2016 11:00:00 AM,1/8/2016 5:00:00 PM,1/8/2016 12:00:00 PM,DUQ,1792
1/8/2016 5:00:00 PM,1/8/2016 12:00:00 PM,1/8/2016 6:00:00 PM,1/8/2016 1:00:00 PM,DUQ,1765
1/8/2016 6:00:00 PM,1/8/2016 1:00:00 PM,1/8/2016 7:00:00 PM,1/8/2016 2:00:00 PM,DUQ,1746
1/8/2016 7:00:00 PM,1/8/2016 2:00:00 PM,1/8/2016 8:00:00 PM,1/8/2016 3:00:00 PM,DUQ,1739
1/8/2016 8:00:00 PM,1/8/2016 3:00:00 PM,1/8/2016 9:00:00 PM,1/8/2016 4:00:00 PM,DUQ,1725
1/8/2016 9:00:00 PM,1/8/2016 4:00:00 PM,1/8/2016 10:00:00 PM,1/8/2016 5:00:00 PM,DUQ,1743
1/8/2016 10:00:00 PM,1/8/2016 5:00:00 PM,1/8/2016 11:00:00 PM,1/8/2016 6:00:00 PM,DUQ,1793
1/8/2016 11:00:00 PM,1/8/2016 6:00:00 PM,1/9/2016 12:00:00 AM,1/8/2016 7:00:00 PM,DUQ,1783
1/9/2016 12:00:00 AM,1/8/2016 7:00:00 PM,1/9/2016 1:00:00 AM,1/8/2016 8:00:00 PM,DUQ,1746
1/9/2016 1:00:00 AM,1/8/2016 8:00:00 PM,1/9/2016 2:00:00 AM,1/8/2016 9:00:00 PM,DUQ,1699
1/9/2016 2:00:00 AM,1/8/2016 9:00:00 PM,1/9/2016 3:00:00 AM,1/8/2016 10:00:00 PM,DUQ,1646
1/9/2016 3:00:00 AM,1/8/2016 10:00:00 PM,1/9/2016 4:00:00 AM,1/8/2016 11:00:00 PM,DUQ,1551
1/9/2016 4:00:00 AM,1/8/2016 11:00:00 PM,1/9/2016 5:00:00 AM,1/9/2016 12:00:00 AM,DUQ,1467
