datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,load_area,estimated_load_hourly
1/1/2013 6:00:00 PM,1/1/2013 1:00:00 PM,1/1/2013 7:00:00 PM,1/1/2013 2:00:00 PM,DUQ,1666
1/1/2013 7:00:00 PM,1/1/2013 2:00:00 PM,1/1/2013 8:00:00 PM,1/1/2013 3:00:00 PM,DUQ,1668
1/1/2013 8:00:00 PM,1/1/2013 3:00:00 PM,1/1/2013 9:00:00 PM,1/1/2013 4:00:00 PM,DUQ,1685
1/1/2013 9:00:00 PM,1/1/2013 4:00:00 PM,1/1/2013 10:00:00 PM,1/1/2013 5:00:00 PM,DUQ,1718
1/1/2013 10:00:00 PM,1/1/2013 5:00:00 PM,1/1/2013 11:00:00 PM,1/1/2013 6:00:00 PM,DUQ,1819
1/1/2013 11:00:00 PM,1/1/2013 6:00:00 PM,1/2/2013 12:00:00 AM,1/1/2013 7:00:00 PM,DUQ,1846
1/2/2013 12:00:00 AM,1/1/2013 7:00:00 PM,1/2/2013 1:00:00 AM,1/1/2013 8:00:00 PM,DUQ,1860
1/2/2013 1:00:00 AM,1/1/2013 8:00:00 PM,1/2/2013 2:00:00 AM,1/1/2013 9:00:00 PM,DUQ,1844
1/2/2013 2:00:00 AM,1/1/2013 9:00:00 PM,1/2/2013 3:00:00 AM,1/1/2013 10:00:00 PM,DUQ,1800
1/2/2013 3:00:00 AM,1/1/2013 10:00:00 PM,1/2/2013 4:00:00 AM,1/1/2013 11:00:00 PM,DUQ,1707
1/2/2013 4:00:00 AM,1/1/2013 11:00:00 PM,1/2/2013 5:00:00 AM,1/2/2013 12:00:00 AM,DUQ,1647
1/2/2013 5:00:00 AM,1/2/2013 12:00:00 AM,1/2/2013 6:00:00 AM,1/2/2013 1:00:00 AM,DUQ,1544
1/2/2013 6:00:00 AM,1/2/2013 1:00:00 AM,1/2/2013 7:00:00 AM,1/2/2013 2:00:00 AM,DUQ,1491
1/2/2013 7:00:00 AM,1/2/2013 2:00:00 AM,1/2/2013 8:00:00 AM,1/2/2013 3:00:00 AM,DUQ,1500
1/2/2013 8:00:00 AM,1/2/2013 3:00:00 AM,1/2/2013 9:00:00 AM,1/2/2013 4:00:00 AM,DUQ,1507
1/2/2013 9:00:00 AM,1/2/2013 4:00:00 AM,1/2/2013 10:00:00 AM,1/2/2013 5:00:00 AM,DUQ,1539
1/2/2013 10:00:00 AM,1/2/2013 5:00:00 AM,1/2/2013 11:00:00 AM,1/2/2013 6:00:00 AM,DUQ,1616
1/2/2013 11:00:00 AM,1/2/2013 6:00:00 AM,1/2/2013 12:00:00 PM,1/2/2013 7:00:00 AM,DUQ,1740
1/2/2013 12:00:00 PM,1/2/2013 7:00:00 AM,1/2/2013 1:00:00 PM,1/2/2013 8:00:00 AM,DUQ,1876
1/2/2013 1:00:00 PM,1/2/2013 8:00:00 AM,1/2/2013 2:00:00 PM,1/2/2013 9:00:00 AM,DUQ,1869
1/2/2013 2:00:00 PM,1/2/2013 9:00:00 AM,1/2/2013 3:00:00 PM,1/2/2013 10:00:00 AM,DUQ,1871
1/2/2013 3:00:00 PM,1/2/2013 10:00:00 AM,1/2/2013 4:00:00 PM,1/2/2013 11:00:00 AM,DUQ,1894
1/2/2013 4:00:00 PM,1/2/2013 11:00:00 AM,1/2/2013 5:00:00 PM,1/2/2013 12:00:00 PM,DUQ,1885
1/2/2013 5:00:00 PM,1/2/2013 12:00:00 PM,1/2/2013 6:00:00 PM,1/2/2013 1:00:00 PM,DUQ,1902
1/2/2013 6:00:00 PM,1/2/2013 1:00:00 PM,1/2/2013 7:00:00 PM,1/2/2013 2:00:00 PM,DUQ,1875
1/2/2013 7:00:00 PM,1/2/2013 2:00:00 PM,1/2/2013 8:00:00 PM,1/2/2013 3:00:00 PM,DUQ,1871
1/2/2013 8:00:00 PM,1/2/2013 3:00:00 PM,1/2/2013 9:00:00 PM,1/2/2013 4:00:00 PM,DUQ,1868
1/2/2013 9:00:00 PM,1/2/2013 4:00:00 PM,1/2/2013 10:00:00 PM,1/2/2013 5:00:00 PM,DUQ,1875
1/2/2013 10:00:00 PM,1/2/2013 5:00:00 PM,1/2/2013 11:00:00 PM,1/2/2013 6:00:00 PM,DUQ,2017
1/2/2013 11:00:00 PM,1/2/2013 6:00:00 PM,1/3/2013 12:00:00 AM,1/2/2013 7:00:00 PM,DUQ,2044
1/3/2013 12:00:00 AM,1/2/2013 7:00:00 PM,1/3/2013 1:00:00 AM,1/2/2013 8:00:00 PM,DUQ,2054
1/3/2013 1:00:00 AM,1/2/2013 8:00:00 PM,1/3/2013 2:00:00 AM,1/2/2013 9:00:00 PM,DUQ,2012
1/3/2013 2:00:00 AM,1/2/2013 9:00:00 PM,1/3/2013 3:00:00 AM,1/2/2013 10:00:00 PM,DUQ,1982
1/3/2013 3:00:00 AM,1/2/2013 10:00:00 PM,1/3/2013 4:00:00 AM,1/2/2013 11:00:00 PM,DUQ,1841
1/3/2013 4:00:00 AM,1/2/2013 11:00:00 PM,1/3/2013 5:00:00 AM,1/3/2013 12:00:00 AM,DUQ,1749
1/3/2013 5:00:00 AM,1/3/2013 12:00:00 AM,1/3/2013 6:00:00 AM,1/3/2013 1:00:00 AM,DUQ,1643
1/3/2013 6:00:00 AM,1/3/2013 1:00:00 AM,1/3/2013 7:00:00 AM,1/3/2013 2:00:00 AM,DUQ,1620
1/3/2013 7:00:00 AM,1/3/2013 2:00:00 AM,1/3/2013 8:00:00 AM,1/3/2013 3:00:00 AM,DUQ,1584
1/3/2013 8:00:00 AM,1/3/2013 3:00:00 AM,1/3/2013 9:00:00 AM,1/3/2013 4:00:00 AM,DUQ,1599
1/3/2013 9:00:00 AM,1/3/2013 4:00:00 AM,1/3/2013 10:00:00 AM,1/3/2013 5:00:00 AM,DUQ,1615
1/3/2013 10:00:00 AM,1/3/2013 5:00:00 AM,1/3/2013 11:00:00 AM,1/3/2013 6:00:00 AM,DUQ,1726
1/3/2013 11:00:00 AM,1/3/2013 6:00:00 AM,1/3/2013 12:00:00 PM,1/3/2013 7:00:00 AM,DUQ,1865
1/3/2013 12:00:00 PM,1/3/2013 7:00:00 AM,1/3/2013 1:00:00 PM,1/3/2013 8:00:00 AM,DUQ,1936
1/3/2013 1:00:00 PM,1/3/2013 8:00:00 AM,1/3/2013 2:00:00 PM,1/3/2013 9:00:00 AM,DUQ,1951
1/3/2013 2:00:00 PM,1/3/2013 9:00:00 AM,1/3/2013 3:00:00 PM,1/3/2013 10:00:00 AM,DUQ,1942
1/3/2013 3:00:00 PM,1/3/2013 10:00:00 AM,1/3/2013 4:00:00 PM,1/3/2013 11:00:00 AM,DUQ,1903
1/3/2013 4:00:00 PM,1/3/2013 11:00:00 AM,1/3/2013 5:00:00 PM,1/3/2013 12:00:00 PM,DUQ,1892
1/3/2013 5:00:00 PM,1/3/2013 12:00:00 PM,1/3/2013 6:00:00 PM,1/3/2013 1:00:00 PM,DUQ,1863
1/3/2013 6:00:00 PM,1/3/2013 1:00:00 PM,1/3/2013 7:00:00 PM,1/3/2013 2:00:00 PM,DUQ,1823
1/3/2013 7:00:00 PM,1/3/2013 2:00:00 PM,1/3/2013 8:00:00 PM,1/3/2013 3:00:00 PM,DUQ,1814
1/3/2013 8:00:00 PM,1/3/2013 3:00:00 PM,1/3/2013 9:00:00 PM,1/3/2013 4:00:00 PM,DUQ,1831
1/3/2013 9:00:00 PM,1/3/2013 4:00:00 PM,1/3/2013 10:00:00 PM,1/3/2013 5:00:00 PM,DUQ,1884
1/3/2013 10:00:00 PM,1/3/2013 5:00:00 PM,1/3/2013 11:00:00 PM,1/3/2013 6:00:00 PM,DUQ,1991
1/3/2013 11:00:00 PM,1/3/2013 6:00:00 PM,1/4/2013 12:00:00 AM,1/3/2013 7:00:00 PM,DUQ,2050
1/4/2013 12:00:00 AM,1/3/2013 7:00:00 PM,1/4/2013 1:00:00 AM,1/3/2013 8:00:00 PM,DUQ,2022
1/4/2013 1:00:00 AM,1/3/2013 8:00:00 PM,1/4/2013 2:00:00 AM,1/3/2013 9:00:00 PM,DUQ,1976
1/4/2013 2:00:00 AM,1/3/2013 9:00:00 PM,1/4/2013 3:00:00 AM,1/3/2013 10:00:00 PM,DUQ,1936
1/4/2013 3:00:00 AM,1/3/2013 10:00:00 PM,1/4/2013 4:00:00 AM,1/3/2013 11:00:00 PM,DUQ,1823
1/4/2013 4:00:00 AM,1/3/2013 11:00:00 PM,1/4/2013 5:00:00 AM,1/4/2013 12:00:00 AM,DUQ,1699
1/4/2013 5:00:00 AM,1/4/2013 12:00:00 AM,1/4/2013 6:00:00 AM,1/4/2013 1:00:00 AM,DUQ,1613
1/4/2013 6:00:00 AM,1/4/2013 1:00:00 AM,1/4/2013 7:00:00 AM,1/4/2013 2:00:00 AM,DUQ,1563
1/4/2013 7:00:00 AM,1/4/2013 2:00:00 AM,1/4/2013 8:00:00 AM,1/4/2013 3:00:00 AM,DUQ,1550
1/4/2013 8:00:00 AM,1/4/2013 3:00:00 AM,1/4/2013 9:00:00 AM,1/4/2013 4:00:00 AM,DUQ,1532
1/4/2013 9:00:00 AM,1/4/2013 4:00:00 AM,1/4/2013 10:00:00 AM,1/4/2013 5:00:00 AM,DUQ,1572
1/4/2013 10:00:00 AM,1/4/2013 5:00:00 AM,1/4/2013 11:00:00 AM,1/4/2013 6:00:00 AM,DUQ,1651
1/4/2013 11:00:00 AM,1/4/2013 6:00:00 AM,1/4/2013 12:00:00 PM,1/4/2013 7:00:00 AM,DUQ,1786
1/4/2013 12:00:00 PM,1/4/2013 7:00:00 AM,1/4/2013 1:00:00 PM,1/4/2013 8:00:00 AM,DUQ,1904
1/4/2013 1:00:00 PM,1/4/2013 8:00:00 AM,1/4/2013 2:00:00 PM,1/4/2013 9:00:00 AM,DUQ,1877
1/4/2013 2:00:00 PM,1/4/2013 9:00:00 AM,1/4/2013 3:00:00 PM,1/4/2013 10:00:00 AM,DUQ,1911
1/4/2013 3:00:00 PM,1/4/2013 10:00:00 AM,1/4/2013 4:00:00 PM,1/4/2013 11:00:00 AM,DUQ,1927
1/4/2013 4:00:00 PM,1/4/2013 11:00:00 AM,1/4/2013 5:00:00 PM,1/4/2013 12:00:00 PM,DUQ,1959
1/4/2013 5:00:00 PM,1/4/2013 12:00:00 PM,1/4/2013 6:00:00 PM,1/4/2013 1:00:00 PM,DUQ,1927
1/4/2013 6:00:00 PM,1/4/2013 1:00:00 PM,1/4/2013 7:00:00 PM,1/4/2013 2:00:00 PM,DUQ,1916
1/4/2013 7:00:00 PM,1/4/2013 2:00:00 PM,1/4/2013 8:00:00 PM,1/4/2013 3:00:00 PM,DUQ,1879
1/4/2013 8:00:00 PM,1/4/2013 3:00:00 PM,1/4/2013 9:00:00 PM,1/4/2013 4:00:00 PM,DUQ,1859
1/4/2013 9:00:00 PM,1/4/2013 4:00:00 PM,1/4/2013 10:00:00 PM,1/4/2013 5:00:00 PM,DUQ,1882
1/4/2013 10:00:00 PM,1/4/2013 5:00:00 PM,1/4/2013 11:00:00 PM,1/4/2013 6:00:00 PM,DUQ,1984
1/4/2013 11:00:00 PM,1/4/2013 6:00:00 PM,1/5/2013 12:00:00 AM,1/4/2013 7:00:00 PM,DUQ,2008
1/5/2013 12:00:00 AM,1/4/2013 7:00:00 PM,1/5/2013 1:00:00 AM,1/4/2013 8:00:00 PM,DUQ,1976
1/5/2013 1:00:00 AM,1/4/2013 8:00:00 PM,1/5/2013 2:00:00 AM,1/4/2013 9:00:00 PM,DUQ,1924
1/5/2013 2:00:00 AM,1/4/2013 9:00:00 PM,1/5/2013 3:00:00 AM,1/4/2013 10:00:00 PM,DUQ,1869
1/5/2013 3:00:00 AM,1/4/2013 10:00:00 PM,1/5/2013 4:00:00 AM,1/4/2013 11:00:00 PM,DUQ,1780
1/5/2013 4:00:00 AM,1/4/2013 11:00:00 PM,1/5/2013 5:00:00 AM,1/5/2013 12:00:00 AM,DUQ,1655
1/5/2013 5:00:00 AM,1/5/2013 12:00:00 AM,1/5/2013 6:00:00 AM,1/5/2013 1:00:00 AM,DUQ,1578
1/5/2013 6:00:00 AM,1/5/2013 1:00:00 AM,1/5/2013 7:00:00 AM,1/5/2013 2:00:00 AM,DUQ,1545
1/5/2013 7:00:00 AM,1/5/2013 2:00:00 AM,1/5/2013 8:00:00 AM,1/5/2013 3:00:00 AM,DUQ,1525
1/5/2013 8:00:00 AM,1/5/2013 3:00:00 AM,1/5/2013 9:00:00 AM,1/5/2013 4:00:00 AM,DUQ,1517
1/5/2013 9:00:00 AM,1/5/2013 4:00:00 AM,1/5/2013 10:00:00 AM,1/5/2013 5:00:00 AM,DUQ,1524
1/5/2013 10:00:00 AM,1/5/2013 5:00:00 AM,1/5/2013 11:00:00 AM,1/5/2013 6:00:00 AM,DUQ,1539
1/5/2013 11:00:00 AM,1/5/2013 6:00:00 AM,1/5/2013 12:00:00 PM,1/5/2013 7:00:00 AM,DUQ,1591
1/5/2013 12:00:00 PM,1/5/2013 7:00:00 AM,1/5/2013 1:00:00 PM,1/5/2013 8:00:00 AM,DUQ,1639
1/5/2013 1:00:00 PM,1/5/2013 8:00:00 AM,1/5/2013 2:00:00 PM,1/5/2013 9:00:00 AM,DUQ,1683
1/5/2013 2:00:00 PM,1/5/2013 9:00:00 AM,1/5/2013 3:00:00 PM,1/5/2013 10:00:00 AM,DUQ,1726
1/5/2013 3:00:00 PM,1/5/2013 10:00:00 AM,1/5/2013 4:00:00 PM,1/5/2013 11:00:00 AM,DUQ,1754
1/5/2013 4:00:00 PM,1/5/2013 11:00:00 AM,1/5/2013 5:00:00 PM,1/5/2013 12:00:00 PM,DUQ,1721
1/5/2013 5:00:00 PM,1/5/2013 12:00:00 PM,1/5/2013 6:00:00 PM,1/5/2013 1:00:00 PM,DUQ,1722
1/5/2013 6:00:00 PM,1/5/2013 1:00:00 PM,1/5/2013 7:00:00 PM,1/5/2013 2:00:00 PM,DUQ,1688
1/5/2013 7:00:00 PM,1/5/2013 2:00:00 PM,1/5/2013 8:00:00 PM,1/5/2013 3:00:00 PM,DUQ,1660
1/5/2013 8:00:00 PM,1/5/2013 3:00:00 PM,1/5/2013 9:00:00 PM,1/5/2013 4:00:00 PM,DUQ,1669
1/5/2013 9:00:00 PM,1/5/2013 4:00:00 PM,1/5/2013 10:00:00 PM,1/5/2013 5:00:00 PM,DUQ,1692
1/5/2013 10:00:00 PM,1/5/2013 5:00:00 PM,1/5/2013 11:00:00 PM,1/5/2013 6:00:00 PM,DUQ,1802
1/5/2013 11:00:00 PM,1/5/2013 6:00:00 PM,1/6/2013 12:00:00 AM,1/5/2013 7:00:00 PM,DUQ,1838
1/6/2013 12:00:00 AM,1/5/2013 7:00:00 PM,1/6/2013 1:00:00 AM,1/5/2013 8:00:00 PM,DUQ,1780
1/6/2013 1:00:00 AM,1/5/2013 8:00:00 PM,1/6/2013 2:00:00 AM,1/5/2013 9:00:00 PM,DUQ,1769
1/6/2013 2:00:00 AM,1/5/2013 9:00:00 PM,1/6/2013 3:00:00 AM,1/5/2013 10:00:00 PM,DUQ,1715
1/6/2013 3:00:00 AM,1/5/2013 10:00:00 PM,1/6/2013 4:00:00 AM,1/5/2013 11:00:00 PM,DUQ,1645
1/6/2013 4:00:00 AM,1/5/2013 11:00:00 PM,1/6/2013 5:00:00 AM,1/6/2013 12:00:00 AM,DUQ,1567
1/6/2013 5:00:00 AM,1/6/2013 12:00:00 AM,1/6/2013 6:00:00 AM,1/6/2013 1:00:00 AM,DUQ,1485
1/6/2013 6:00:00 AM,1/6/2013 1:00:00 AM,1/6/2013 7:00:00 AM,1/6/2013 2:00:00 AM,DUQ,1440
1/6/2013 7:00:00 AM,1/6/2013 2:00:00 AM,1/6/2013 8:00:00 AM,1/6/2013 3:00:00 AM,DUQ,1378
1/6/2013 8:00:00 AM,1/6/2013 3:00:00 AM,1/6/2013 9:00:00 AM,1/6/2013 4:00:00 AM,DUQ,1370
1/6/2013 9:00:00 AM,1/6/2013 4:00:00 AM,1/6/2013 10:00:00 AM,1/6/2013 5:00:00 AM,DUQ,1388
1/6/2013 10:00:00 AM,1/6/2013 5:00:00 AM,1/6/2013 11:00:00 AM,1/6/2013 6:00:00 AM,DUQ,1412
1/6/2013 11:00:00 AM,1/6/2013 6:00:00 AM,1/6/2013 12:00:00 PM,1/6/2013 7:00:00 AM,DUQ,1450
1/6/2013 12:00:00 PM,1/6/2013 7:00:00 AM,1/6/2013 1:00:00 PM,1/6/2013 8:00:00 AM,DUQ,1493
1/6/2013 1:00:00 PM,1/6/2013 8:00:00 AM,1/6/2013 2:00:00 PM,1/6/2013 9:00:00 AM,DUQ,1515
1/6/2013 2:00:00 PM,1/6/2013 9:00:00 AM,1/6/2013 3:00:00 PM,1/6/2013 10:00:00 AM,DUQ,1555
1/6/2013 3:00:00 PM,1/6/2013 10:00:00 AM,1/6/2013 4:00:00 PM,1/6/2013 11:00:00 AM,DUQ,1583
1/6/2013 4:00:00 PM,1/6/2013 11:00:00 AM,1/6/2013 5:00:00 PM,1/6/2013 12:00:00 PM,DUQ,1596
1/6/2013 5:00:00 PM,1/6/2013 12:00:00 PM,1/6/2013 6:00:00 PM,1/6/2013 1:00:00 PM,DUQ,1598
1/6/2013 6:00:00 PM,1/6/2013 1:00:00 PM,1/6/2013 7:00:00 PM,1/6/2013 2:00:00 PM,DUQ,1615
1/6/2013 7:00:00 PM,1/6/2013 2:00:00 PM,1/6/2013 8:00:00 PM,1/6/2013 3:00:00 PM,DUQ,1629
1/6/2013 8:00:00 PM,1/6/2013 3:00:00 PM,1/6/2013 9:00:00 PM,1/6/2013 4:00:00 PM,DUQ,1652
1/6/2013 9:00:00 PM,1/6/2013 4:00:00 PM,1/6/2013 10:00:00 PM,1/6/2013 5:00:00 PM,DUQ,1712
1/6/2013 10:00:00 PM,1/6/2013 5:00:00 PM,1/6/2013 11:00:00 PM,1/6/2013 6:00:00 PM,DUQ,1796
1/6/2013 11:00:00 PM,1/6/2013 6:00:00 PM,1/7/2013 12:00:00 AM,1/6/2013 7:00:00 PM,DUQ,1815
1/7/2013 12:00:00 AM,1/6/2013 7:00:00 PM,1/7/2013 1:00:00 AM,1/6/2013 8:00:00 PM,DUQ,1799
1/7/2013 1:00:00 AM,1/6/2013 8:00:00 PM,1/7/2013 2:00:00 AM,1/6/2013 9:00:00 PM,DUQ,1793
1/7/2013 2:00:00 AM,1/6/2013 9:00:00 PM,1/7/2013 3:00:00 AM,1/6/2013 10:00:00 PM,DUQ,1727
1/7/2013 3:00:00 AM,1/6/2013 10:00:00 PM,1/7/2013 4:00:00 AM,1/6/2013 11:00:00 PM,DUQ,1662
1/7/2013 4:00:00 AM,1/6/2013 11:00:00 PM,1/7/2013 5:00:00 AM,1/7/2013 12:00:00 AM,DUQ,1580
1/7/2013 5:00:00 AM,1/7/2013 12:00:00 AM,1/7/2013 6:00:00 AM,1/7/2013 1:00:00 AM,DUQ,1497
1/7/2013 6:00:00 AM,1/7/2013 1:00:00 AM,1/7/2013 7:00:00 AM,1/7/2013 2:00:00 AM,DUQ,1462
1/7/2013 7:00:00 AM,1/7/2013 2:00:00 AM,1/7/2013 8:00:00 AM,1/7/2013 3:00:00 AM,DUQ,1459
1/7/2013 8:00:00 AM,1/7/2013 3:00:00 AM,1/7/2013 9:00:00 AM,1/7/2013 4:00:00 AM,DUQ,1431
1/7/2013 9:00:00 AM,1/7/2013 4:00:00 AM,1/7/2013 10:00:00 AM,1/7/2013 5:00:00 AM,DUQ,1477
1/7/2013 10:00:00 AM,1/7/2013 5:00:00 AM,1/7/2013 11:00:00 AM,1/7/2013 6:00:00 AM,DUQ,1554
1/7/2013 11:00:00 AM,1/7/2013 6:00:00 AM,1/7/2013 12:00:00 PM,1/7/2013 7:00:00 AM,DUQ,1677
1/7/2013 12:00:00 PM,1/7/2013 7:00:00 AM,1/7/2013 1:00:00 PM,1/7/2013 8:00:00 AM,DUQ,1794
1/7/2013 1:00:00 PM,1/7/2013 8:00:00 AM,1/7/2013 2:00:00 PM,1/7/2013 9:00:00 AM,DUQ,1812
1/7/2013 2:00:00 PM,1/7/2013 9:00:00 AM,1/7/2013 3:00:00 PM,1/7/2013 10:00:00 AM,DUQ,1845
1/7/2013 3:00:00 PM,1/7/2013 10:00:00 AM,1/7/2013 4:00:00 PM,1/7/2013 11:00:00 AM,DUQ,1893
1/7/2013 4:00:00 PM,1/7/2013 11:00:00 AM,1/7/2013 5:00:00 PM,1/7/2013 12:00:00 PM,DUQ,1877
1/7/2013 5:00:00 PM,1/7/2013 12:00:00 PM,1/7/2013 6:00:00 PM,1/7/2013 1:00:00 PM,DUQ,1871
1/7/2013 6:00:00 PM,1/7/2013 1:00:00 PM,1/7/2013 7:00:00 PM,1/7/2013 2:00:00 PM,DUQ,1883
1/7/2013 7:00:00 PM,1/7/2013 2:00:00 PM,1/7/2013 8:00:00 PM,1/7/2013 3:00:00 PM,DUQ,1872
1/7/2013 8:00:00 PM,1/7/2013 3:00:00 PM,1/7/2013 9:00:00 PM,1/7/2013 4:00:00 PM,DUQ,1827
1/7/2013 9:00:00 PM,1/7/2013 4:00:00 PM,1/7/2013 10:00:00 PM,1/7/2013 5:00:00 PM,DUQ,1859
1/7/2013 10:00:00 PM,1/7/2013 5:00:00 PM,1/7/2013 11:00:00 PM,1/7/2013 6:00:00 PM,DUQ,1953
1/7/2013 11:00:00 PM,1/7/2013 6:00:00 PM,1/8/2013 12:00:00 AM,1/7/2013 7:00:00 PM,DUQ,1994
1/8/2013 12:00:00 AM,1/7/2013 7:00:00 PM,1/8/2013 1:00:00 AM,1/7/2013 8:00:00 PM,DUQ,1966
1/8/2013 1:00:00 AM,1/7/2013 8:00:00 PM,1/8/2013 2:00:00 AM,1/7/2013 9:00:00 PM,DUQ,1945
1/8/2013 2:00:00 AM,1/7/2013 9:00:00 PM,1/8/2013 3:00:00 AM,1/7/2013 10:00:00 PM,DUQ,1880
1/8/2013 3:00:00 AM,1/7/2013 10:00:00 PM,1/8/2013 4:00:00 AM,1/7/2013 11:00:00 PM,DUQ,1775
1/8/2013 4:00:00 AM,1/7/2013 11:00:00 PM,1/8/2013 5:00:00 AM,1/8/2013 12:00:00 AM,DUQ,1647
1/8/2013 5:00:00 AM,1/8/2013 12:00:00 AM,1/8/2013 6:00:00 AM,1/8/2013 1:00:00 AM,DUQ,1528
1/8/2013 6:00:00 AM,1/8/2013 1:00:00 AM,1/8/2013 7:00:00 AM,1/8/2013 2:00:00 AM,DUQ,1503
1/8/2013 7:00:00 AM,1/8/2013 2:00:00 AM,1/8/2013 8:00:00 AM,1/8/2013 3:00:00 AM,DUQ,1499
1/8/2013 8:00:00 AM,1/8/2013 3:00:00 AM,1/8/2013 9:00:00 AM,1/8/2013 4:00:00 AM,DUQ,1492
1/8/2013 9:00:00 AM,1/8/2013 4:00:00 AM,1/8/2013 10:00:00 AM,1/8/2013 5:00:00 AM,DUQ,1546
1/8/2013 10:00:00 AM,1/8/2013 5:00:00 AM,1/8/2013 11:00:00 AM,1/8/2013 6:00:00 AM,DUQ,1622
1/8/2013 11:00:00 AM,1/8/2013 6:00:00 AM,1/8/2013 12:00:00 PM,1/8/2013 7:00:00 AM,DUQ,1764
1/8/2013 12:00:00 PM,1/8/2013 7:00:00 AM,1/8/2013 1:00:00 PM,1/8/2013 8:00:00 AM,DUQ,1869
1/8/2013 1:00:00 PM,1/8/2013 8:00:00 AM,1/8/2013 2:00:00 PM,1/8/2013 9:00:00 AM,DUQ,1910
1/8/2013 2:00:00 PM,1/8/2013 9:00:00 AM,1/8/2013 3:00:00 PM,1/8/2013 10:00:00 AM,DUQ,1878
1/8/2013 3:00:00 PM,1/8/2013 10:00:00 AM,1/8/2013 4:00:00 PM,1/8/2013 11:00:00 AM,DUQ,1873
1/8/2013 4:00:00 PM,1/8/2013 11:00:00 AM,1/8/2013 5:00:00 PM,1/8/2013 12:00:00 PM,DUQ,1840
1/8/2013 5:00:00 PM,1/8/2013 12:00:00 PM,1/8/2013 6:00:00 PM,1/8/2013 1:00:00 PM,DUQ,1815
1/8/2013 6:00:00 PM,1/8/2013 1:00:00 PM,1/8/2013 7:00:00 PM,1/8/2013 2:00:00 PM,DUQ,1764
1/8/2013 7:00:00 PM,1/8/2013 2:00:00 PM,1/8/2013 8:00:00 PM,1/8/2013 3:00:00 PM,DUQ,1768
1/8/2013 8:00:00 PM,1/8/2013 3:00:00 PM,1/8/2013 9:00:00 PM,1/8/2013 4:00:00 PM,DUQ,1763
1/8/2013 9:00:00 PM,1/8/2013 4:00:00 PM,1/8/2013 10:00:00 PM,1/8/2013 5:00:00 PM,DUQ,1791
1/8/2013 10:00:00 PM,1/8/2013 5:00:00 PM,1/8/2013 11:00:00 PM,1/8/2013 6:00:00 PM,DUQ,1898
1/8/2013 11:00:00 PM,1/8/2013 6:00:00 PM,1/9/2013 12:00:00 AM,1/8/2013 7:00:00 PM,DUQ,1929
1/9/2013 12:00:00 AM,1/8/2013 7:00:00 PM,1/9/2013 1:00:00 AM,1/8/2013 8:00:00 PM,DUQ,1924
1/9/2013 1:00:00 AM,1/8/2013 8:00:00 PM,1/9/2013 2:00:00 AM,1/8/2013 9:00:00 PM,DUQ,1909
1/9/2013 2:00:00 AM,1/8/2013 9:00:00 PM,1/9/2013 3:00:00 AM,1/8/2013 10:00:00 PM,DUQ,1832
1/9/2013 3:00:00 AM,1/8/2013 10:00:00 PM,1/9/2013 4:00:00 AM,1/8/2013 11:00:00 PM,DUQ,1730
1/9/2013 4:00:00 AM,1/8/2013 11:00:00 PM,1/9/2013 5:00:00 AM,1/9/2013 12:00:00 AM,DUQ,1623
